Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
verifyTextPresent,Safari 11,,2018-03-22 18:31:08,2018-03-22 18:31:08,"0,027s",PASSED
click,Safari 11,,2018-03-22 18:31:08,2018-03-22 18:31:08,"0,054s",PASSED
delay,Safari 11,,2018-03-22 18:31:08,2018-03-22 18:31:10,"2,002s",PASSED
verifyTextPresent,Safari 11,,2018-03-22 18:31:10,2018-03-22 18:31:10,"0,021s",PASSED
verifyTextPresent,Safari 11,,2018-03-22 18:31:10,2018-03-22 18:31:10,"0,018s",PASSED
click,Safari 11,,2018-03-22 18:31:10,2018-03-22 18:31:10,"0,069s",PASSED
delay,Safari 11,,2018-03-22 18:31:10,2018-03-22 18:31:12,"2,005s",PASSED
verifyTextPresent,Safari 11,,2018-03-22 18:31:12,2018-03-22 18:31:12,"0,025s",PASSED
verifyTextPresent,Safari 11,,2018-03-22 18:31:12,2018-03-22 18:31:12,"0,018s",PASSED
click,Safari 11,,2018-03-22 18:31:12,2018-03-22 18:31:12,"0,058s",PASSED
delay,Safari 11,,2018-03-22 18:31:12,2018-03-22 18:31:14,"2,001s",PASSED
verifyTextPresent,Safari 11,,2018-03-22 18:31:14,2018-03-22 18:31:14,"0,019s",PASSED
verifyTextPresent,Safari 11,,2018-03-22 18:31:14,2018-03-22 18:31:14,"0,018s",PASSED
scrollToElement,Safari 11,,2018-03-22 18:31:14,2018-03-22 18:31:14,"0,073s",PASSED
click,Safari 11,,2018-03-22 18:31:14,2018-03-22 18:31:14,"0,029s",PASSED
delay,Safari 11,,2018-03-22 18:31:14,2018-03-22 18:31:16,"2,006s",PASSED
verifyTextPresent,Safari 11,,2018-03-22 18:31:16,2018-03-22 18:31:16,"0,022s",PASSED
verifyTextPresent,Safari 11,,2018-03-22 18:31:16,2018-03-22 18:31:16,"0,026s",PASSED
click,Safari 11,,2018-03-22 18:31:16,2018-03-22 18:31:17,"0,073s",PASSED
click,Safari 11,,2018-03-22 18:31:17,2018-03-22 18:31:17,"0,121s",PASSED
delay,Safari 11,,2018-03-22 18:31:17,2018-03-22 18:31:19,"2,002s",PASSED
verifyTextPresent,Safari 11,,2018-03-22 18:31:19,2018-03-22 18:31:19,"0,025s",PASSED
verifyTextPresent,Safari 11,,2018-03-22 18:31:19,2018-03-22 18:31:19,"0,020s",PASSED
click,Safari 11,,2018-03-22 18:31:19,2018-03-22 18:31:19,"0,057s",PASSED
delay,Safari 11,,2018-03-22 18:31:19,2018-03-22 18:31:21,"2,007s",PASSED
verifyTextPresent,Safari 11,,2018-03-22 18:31:21,2018-03-22 18:31:21,"0,024s",PASSED
verifyTextPresent,Safari 11,,2018-03-22 18:31:21,2018-03-22 18:31:21,"0,026s",PASSED
click,Safari 11,,2018-03-22 18:31:21,2018-03-22 18:31:21,"0,061s",PASSED
delay,Safari 11,,2018-03-22 18:31:21,2018-03-22 18:31:23,"2,002s",PASSED
verifyTextPresent,Safari 11,,2018-03-22 18:31:23,2018-03-22 18:31:23,"0,022s",PASSED
verifyTextPresent,Safari 11,,2018-03-22 18:31:23,2018-03-22 18:31:23,"0,020s",PASSED
click,Safari 11,,2018-03-22 18:31:23,2018-03-22 18:31:23,"0,051s",PASSED
delay,Safari 11,,2018-03-22 18:31:23,2018-03-22 18:31:25,"2,020s",PASSED
verifyTextPresent,Safari 11,,2018-03-22 18:31:25,2018-03-22 18:31:25,"0,021s",PASSED
verifyTextPresent,Safari 11,,2018-03-22 18:31:25,2018-03-22 18:31:25,"0,022s",PASSED
click,Safari 11,,2018-03-22 18:31:25,2018-03-22 18:31:25,"0,047s",PASSED
delay,Safari 11,,2018-03-22 18:31:25,2018-03-22 18:31:27,"2,003s",PASSED
verifyTextPresent,Safari 11,,2018-03-22 18:31:27,2018-03-22 18:31:27,"0,021s",PASSED
verifyTextPresent,Safari 11,,2018-03-22 18:31:27,2018-03-22 18:31:27,"0,019s",PASSED
click,Safari 11,,2018-03-22 18:31:27,2018-03-22 18:31:27,"0,047s",PASSED
delay,Safari 11,,2018-03-22 18:31:27,2018-03-22 18:31:29,"2,007s",PASSED
verifyTextPresent,Safari 11,,2018-03-22 18:31:29,2018-03-22 18:31:29,"0,022s",PASSED
verifyTextPresent,Safari 11,,2018-03-22 18:31:29,2018-03-22 18:31:29,"0,025s",PASSED
click,Safari 11,,2018-03-22 18:31:29,2018-03-22 18:31:29,"0,068s",PASSED
click,Safari 11,,2018-03-22 18:31:29,2018-03-22 18:31:29,"0,079s",PASSED
delay,Safari 11,,2018-03-22 18:31:29,2018-03-22 18:31:31,"2,002s",PASSED
verifyTextPresent,Safari 11,,2018-03-22 18:31:31,2018-03-22 18:31:31,"0,021s",PASSED
verifyTextPresent,Safari 11,,2018-03-22 18:31:31,2018-03-22 18:31:31,"0,020s",PASSED
click,Safari 11,,2018-03-22 18:31:31,2018-03-22 18:31:31,"0,053s",PASSED
click,Safari 11,,2018-03-22 18:31:31,2018-03-22 18:31:32,"0,102s",PASSED
delay,Safari 11,,2018-03-22 18:31:32,2018-03-22 18:31:34,"2,037s",PASSED
click,Safari 11,,2018-03-22 18:31:34,2018-03-22 18:31:34,"0,046s",PASSED
delay,Safari 11,,2018-03-22 18:31:34,2018-03-22 18:31:36,"2,003s",PASSED
verifyTextPresent,Safari 11,,2018-03-22 18:31:36,2018-03-22 18:31:36,"0,024s",PASSED
verifyTextPresent,Safari 11,,2018-03-22 18:31:36,2018-03-22 18:31:36,"0,020s",PASSED
click,Safari 11,,2018-03-22 18:31:36,2018-03-22 18:31:36,"0,051s",PASSED
click,Safari 11,,2018-03-22 18:31:36,2018-03-22 18:31:36,"0,113s",PASSED
delay,Safari 11,,2018-03-22 18:31:36,2018-03-22 18:31:38,"2,007s",PASSED
verifyTextPresent,Safari 11,,2018-03-22 18:31:38,2018-03-22 18:31:38,"0,022s",PASSED
verifyTextPresent,Safari 11,,2018-03-22 18:31:38,2018-03-22 18:31:38,"0,025s",PASSED
click,Safari 11,,2018-03-22 18:31:38,2018-03-22 18:31:38,"0,055s",PASSED
click,Safari 11,,2018-03-22 18:31:38,2018-03-22 18:31:38,"0,092s",PASSED
delay,Safari 11,,2018-03-22 18:31:38,2018-03-22 18:31:40,"2,002s",PASSED
verifyTextPresent,Safari 11,,2018-03-22 18:31:40,2018-03-22 18:31:40,"0,022s",PASSED
verifyTextPresent,Safari 11,,2018-03-22 18:31:40,2018-03-22 18:31:40,"0,023s",PASSED
click,Safari 11,,2018-03-22 18:31:40,2018-03-22 18:31:40,"0,065s",PASSED
delay,Safari 11,,2018-03-22 18:31:40,2018-03-22 18:31:42,"2,005s",PASSED
verifyTextPresent,Safari 11,,2018-03-22 18:31:42,2018-03-22 18:31:42,"0,026s",PASSED
