Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
click,Safari 11,,2018-03-20 19:46:49,2018-03-20 19:46:49,"0,056s",PASSED
delay,Safari 11,,2018-03-20 19:46:49,2018-03-20 19:46:51,"2,006s",PASSED
verifyTextPresent,Safari 11,,2018-03-20 19:46:51,2018-03-20 19:46:51,"0,027s",PASSED
verifyTextPresent,Safari 11,,2018-03-20 19:46:51,2018-03-20 19:46:51,"0,022s",PASSED
click,Safari 11,,2018-03-20 19:46:51,2018-03-20 19:46:51,"0,055s",PASSED
delay,Safari 11,,2018-03-20 19:46:51,2018-03-20 19:46:53,"2,002s",PASSED
verifyTextPresent,Safari 11,,2018-03-20 19:46:53,2018-03-20 19:46:53,"0,019s",PASSED
verifyTextPresent,Safari 11,,2018-03-20 19:46:53,2018-03-20 19:46:53,"0,018s",PASSED
click,Safari 11,,2018-03-20 19:46:53,2018-03-20 19:46:53,"0,048s",PASSED
delay,Safari 11,,2018-03-20 19:46:53,2018-03-20 19:46:55,"2,002s",PASSED
verifyTextPresent,Safari 11,,2018-03-20 19:46:55,2018-03-20 19:46:55,"0,022s",PASSED
verifyTextPresent,Safari 11,,2018-03-20 19:46:55,2018-03-20 19:46:55,"0,017s",PASSED
click,Safari 11,,2018-03-20 19:46:55,2018-03-20 19:46:55,"0,061s",PASSED
click,Safari 11,,2018-03-20 19:46:55,2018-03-20 19:46:56,"0,084s",PASSED
delay,Safari 11,,2018-03-20 19:46:56,2018-03-20 19:46:58,"2,003s",PASSED
verifyTextPresent,Safari 11,,2018-03-20 19:46:58,2018-03-20 19:46:58,"0,020s",PASSED
verifyTextPresent,Safari 11,,2018-03-20 19:46:58,2018-03-20 19:46:58,"0,019s",PASSED
click,Safari 11,,2018-03-20 19:46:58,2018-03-20 19:46:58,"0,051s",PASSED
