Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
closeBrowser,Chrome 64.0.3282.186,,2018-03-13 10:49:46,2018-03-13 10:49:47,"0,673s",PASSED
,,,,,,
Test Cases/Prototyp_Filialsuche (RC 18)/15_Testfall,Chrome 64.0.3282.186,"Sortierung nach entfernung beim Eingabe \""Berlin\""",2018-03-13 10:49:47,2018-03-13 10:50:05,"18,923s",PASSED
openBrowser,Chrome 64.0.3282.186,,2018-03-13 10:49:47,2018-03-13 10:49:49,"2,227s",PASSED
maximizeWindow,Chrome 64.0.3282.186,,2018-03-13 10:49:49,2018-03-13 10:49:50,"1,185s",PASSED
deleteAllCookies,Chrome 64.0.3282.186,,2018-03-13 10:49:50,2018-03-13 10:49:51,"0,429s",PASSED
navigateToUrl,Chrome 64.0.3282.186,,2018-03-13 10:49:51,2018-03-13 10:49:54,"3,701s",PASSED
delay,Chrome 64.0.3282.186,,2018-03-13 10:49:54,2018-03-13 10:49:59,"5,001s",PASSED
setText,Chrome 64.0.3282.186,,2018-03-13 10:49:59,2018-03-13 10:50:00,"0,254s",PASSED
delay,Chrome 64.0.3282.186,,2018-03-13 10:50:00,2018-03-13 10:50:02,"2,001s",PASSED
submit,Chrome 64.0.3282.186,,2018-03-13 10:50:02,2018-03-13 10:50:02,"0,054s",PASSED
delay,Chrome 64.0.3282.186,,2018-03-13 10:50:02,2018-03-13 10:50:04,"2,001s",PASSED
"Statement - wes = com.kms.katalon.core.webui.common.WebUiCommonHelper.findWebElements(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Filialsuche_loc_distance), 5)",Chrome 64.0.3282.186,,2018-03-13 10:50:04,2018-03-13 10:50:04,"0,016s",PASSED
"Statement - For ([i = 1, i < wes.size(), (i++)])",Chrome 64.0.3282.186,,2018-03-13 10:50:04,2018-03-13 10:50:04,"0,813s",PASSED
closeBrowser,Chrome 64.0.3282.186,,2018-03-13 10:50:04,2018-03-13 10:50:05,"1,014s",PASSED
,,,,,,
Test Cases/Prototyp_Filialsuche (RC 18)/16_Testfall,Chrome 64.0.3282.186,"Es wird gepr\u00FCft, ob Entfernung in km angezeigt wird",2018-03-13 10:50:05,2018-03-13 10:50:24,"18,502s",PASSED
openBrowser,Chrome 64.0.3282.186,,2018-03-13 10:50:06,2018-03-13 10:50:09,"3,749s",PASSED
maximizeWindow,Chrome 64.0.3282.186,,2018-03-13 10:50:09,2018-03-13 10:50:10,"1,110s",PASSED
deleteAllCookies,Chrome 64.0.3282.186,,2018-03-13 10:50:10,2018-03-13 10:50:12,"1,388s",PASSED
navigateToUrl,Chrome 64.0.3282.186,,2018-03-13 10:50:12,2018-03-13 10:50:14,"2,371s",PASSED
delay,Chrome 64.0.3282.186,,2018-03-13 10:50:14,2018-03-13 10:50:19,"5,000s",PASSED
setText,Chrome 64.0.3282.186,,2018-03-13 10:50:19,2018-03-13 10:50:19,"0,093s",PASSED
delay,Chrome 64.0.3282.186,,2018-03-13 10:50:19,2018-03-13 10:50:21,"2,001s",PASSED
submit,Chrome 64.0.3282.186,,2018-03-13 10:50:21,2018-03-13 10:50:21,"0,030s",PASSED
delay,Chrome 64.0.3282.186,,2018-03-13 10:50:21,2018-03-13 10:50:23,"2,001s",PASSED
verifyElementVisible,Chrome 64.0.3282.186,,2018-03-13 10:50:23,2018-03-13 10:50:23,"0,054s",PASSED
closeBrowser,Chrome 64.0.3282.186,,2018-03-13 10:50:23,2018-03-13 10:50:24,"0,578s",PASSED
,,,,,,
Test Cases/Prototyp_Filialsuche (RC 18)/17_Testfall,Chrome 64.0.3282.186,Akkordeons und Paginierung beim Klick funktionieren richtig. Es werden noch Stra\u00DFen und Hausnummern mit Prototyp verglichen.,2018-03-13 10:50:24,2018-03-13 10:51:26,"1m - 2,475s",FAILED
openBrowser,Chrome 64.0.3282.186,,2018-03-13 10:50:24,2018-03-13 10:50:26,"2,197s",PASSED
deleteAllCookies,Chrome 64.0.3282.186,,2018-03-13 10:50:26,2018-03-13 10:50:27,"0,233s",PASSED
maximizeWindow,Chrome 64.0.3282.186,,2018-03-13 10:50:27,2018-03-13 10:50:28,"1,106s",PASSED
navigateToUrl,Chrome 64.0.3282.186,,2018-03-13 10:50:28,2018-03-13 10:50:29,"1,113s",PASSED
delay,Chrome 64.0.3282.186,,2018-03-13 10:50:29,2018-03-13 10:50:31,"2,001s",PASSED
waitForPageLoad,Chrome 64.0.3282.186,,2018-03-13 10:50:31,2018-03-13 10:50:31,"0,017s",PASSED
delay,Chrome 64.0.3282.186,,2018-03-13 10:50:31,2018-03-13 10:50:33,"2,000s",PASSED
click,Chrome 64.0.3282.186,,2018-03-13 10:50:33,2018-03-13 10:50:33,"0,094s",PASSED
delay,Chrome 64.0.3282.186,,2018-03-13 10:50:33,2018-03-13 10:50:35,"2,000s",PASSED
mouseOver,Chrome 64.0.3282.186,,2018-03-13 10:50:35,2018-03-13 10:50:35,"0,035s",PASSED
delay,Chrome 64.0.3282.186,,2018-03-13 10:50:35,2018-03-13 10:50:37,"2,000s",PASSED
click,Chrome 64.0.3282.186,,2018-03-13 10:50:37,2018-03-13 10:50:37,"0,070s",PASSED
delay,Chrome 64.0.3282.186,,2018-03-13 10:50:37,2018-03-13 10:50:42,"5,001s",PASSED
click,Chrome 64.0.3282.186,,2018-03-13 10:50:42,2018-03-13 10:50:42,"0,077s",PASSED
delay,Chrome 64.0.3282.186,,2018-03-13 10:50:42,2018-03-13 10:50:44,"2,000s",PASSED
verifyTextPresent,Chrome 64.0.3282.186,,2018-03-13 10:50:44,2018-03-13 10:50:45,"0,603s",PASSED
verifyTextPresent,Chrome 64.0.3282.186,,2018-03-13 10:50:45,2018-03-13 10:50:45,"0,471s",PASSED
click,Chrome 64.0.3282.186,,2018-03-13 10:50:45,2018-03-13 10:50:45,"0,194s",PASSED
delay,Chrome 64.0.3282.186,,2018-03-13 10:50:45,2018-03-13 10:50:47,"2,000s",PASSED
verifyTextPresent,Chrome 64.0.3282.186,,2018-03-13 10:50:47,2018-03-13 10:50:48,"0,428s",PASSED
verifyTextPresent,Chrome 64.0.3282.186,,2018-03-13 10:50:48,2018-03-13 10:50:48,"0,443s",PASSED
click,Chrome 64.0.3282.186,,2018-03-13 10:50:48,2018-03-13 10:50:48,"0,088s",PASSED
delay,Chrome 64.0.3282.186,,2018-03-13 10:50:48,2018-03-13 10:50:50,"2,001s",PASSED
verifyTextPresent,Chrome 64.0.3282.186,,2018-03-13 10:50:50,2018-03-13 10:50:51,"0,476s",PASSED
verifyTextPresent,Chrome 64.0.3282.186,,2018-03-13 10:50:51,2018-03-13 10:50:51,"0,479s",PASSED
click,Chrome 64.0.3282.186,,2018-03-13 10:50:51,2018-03-13 10:50:51,"0,076s",PASSED
delay,Chrome 64.0.3282.186,,2018-03-13 10:50:51,2018-03-13 10:50:53,"2,001s",PASSED
verifyTextPresent,Chrome 64.0.3282.186,,2018-03-13 10:50:53,2018-03-13 10:50:54,"0,421s",PASSED
verifyTextPresent,Chrome 64.0.3282.186,,2018-03-13 10:50:54,2018-03-13 10:50:54,"0,684s",PASSED
